CCc1sc(Br)cc1Br.Clc1ccc(I)cc1 CCC(Br)C(Br)c1cc(-c2ccc(Cl)cc2)sc1Br
C[C@H]1CN(C2COC2)CCN1c1ccc(Nc2cc(-c3ccnc(N4CCn5c(cc6c5CCCC6)C4)c3C=O)cn(C)c2=O)nc1 CC(=O)OCc1c(-c2cc(Nc3ccc(N4CCN(C5COC5)C[C@@H]4C)cn3)c(=O)n(C)c2)ccnc1N1CCn2c(cc3c2CCCC3)C1
COc1ccccc1Br.O=C(Cl)c1ccccc1Br COc1ccccc1B(O)O.O=C(Cl)c1ccccc1Br
COc1cc(-c2ncc(C(F)(F)F)cc2Cl)ccc1Cl.C[O-] COc1cc(B(O)O)ccc1Cl.COc1cc(C(F)(F)F)cnc1Cl
COc1ccc2c(c1)ncn2-c1ccc2cccc(N3CCC(N)CC3)c2n1 CC(C)(C)OC(=O)NC1CCN(c2cccc3ccc(-n4cnc5cc(O)ccc54)nc23)CC1
CCOC(C(=O)NCc1ccc(C#N)cc1)c1c(F)cc(-c2ccccc2C=O)cc1F CCOC(C(=O)NCc1ccc(C#N)cc1)c1c(F)cc(-c2ccccc2C(=O)O)cc1F
COC(=O)C1CC2C(=O)C(C(=O)c3ccc(C(F)F)nc3C)C(=O)C1C=C2Br C=CC1CC2C=CC(C(=O)c3ccc(C(F)F)nc3C)C(=O)C1C2=O.COC(=O)C=[N+]=[N-]
CN(C)C=O.C[C@@]12CCOCC1C1(COC(N)=N1)c1cc(O)ccc1C2 CN(C)/C=N/C1=NC2(CO1)c1cc(OCc3ccccc3)ccc1C[C@]1(C)CCOCC21
CC(C)(C)OC(=O)N1CC=C(c2cc(C(F)(F)F)ccc2Br)CC1.OB(O)c1cccc2cnccc12 CC(C)(C)OC(=O)N1CC=C(B2OC(C)(C)C(C)(C)O2)CC1.FC(F)(F)c1ccc(-c2cccc3cnccc23)c(Br)c1
Cn1cc2c(/C=C\CO)cccc2n1.ICI Cn1cc2c([C@H]3C[C@H]3CO[Si](C)(C)C(C)(C)C)cccc2n1
CCCCCCOc1ccc(S(=O)(=O)N(CC(=O)OCC)CC(C)C)cc1.NO CCCCCCOc1ccc(S(=O)(=O)N(CC(=O)NOC2CCCCO2)CC(C)C)cc1
CC(=O)O.OCCCc1c[nH]c2c1CCCCC2 CC(=O)OCCCc1c(C=O)[nH]c2c1CCCCC2
CCCC[C@H]1CN(Cc2ccccc2)CCN1C(=O)c1cccc(C)c1C CCCC[C@H]1CN(C(=O)OC(C)(C)C)CCN1C(=O)c1cccc(C)c1C
CC(C)(C)c1ccc(C(=O)Cl)cc1.CNC(C)c1nc2ccccc2c(=O)n1-c1ccc(OC)cc1 CNC(C)c1nc2ccccc2c(=O)n1-c1ccc(OC)cc1.CN(C(=O)c1ccc(C(C)(C)C)cc1)C(=O)O
COc1ccc([Mg+])cc1.Fc1cc(F)cc(Br)c1 COc1ccc(B(O)O)cc1.Fc1cc(F)cc(Br)c1
CI.O=C1NCCN1c1nc(-c2ccc(Br)cc2)cs1 Brc1ccc(-c2csc(Br)n2)cc1.CN1CCNC1=O
CI.Nc1ccc(F)c(CO)c1 COCc1cc([N+](=O)[O-])ccc1F
COC(=O)Nc1cc(OS(=O)(=O)c2ccc(C)cc2)nc(N)n1.O=S([O-])[O-] COC(=O)Nc1cc(OS(=O)(=O)c2ccc(C)cc2)nc(N)n1.O=C(OO)c1cccc(Cl)c1
C1CNCCN1.N#Cc1c(Cl)c2cc(Cl)ccc2n(Cc2ccccc2)c1=O CC(C)(C)OC(=O)N1CCN(c2c(C#N)c(=O)n(Cc3ccccc3)c3ccc(Cl)cc23)CC1
COC(=O)c1ccc2c(c1)NC(c1cccc(N3CCOCC3)c1)CC2(C)C COC(=O)c1ccc2c(c1)NC(C)(C)CC(c1cccc(N3CCOCC3)c1)N2
CC(=O)Nc1cccc(C=O)c1.O=C1CC(c2ccccc2)Oc2ccccc21 CC(=O)OC(C)=O.Nc1cccc(C=C2C(=O)c3ccccc3OC2c2ccccc2)c1
NCCNc1ccc(-c2ncc[nH]2)c(-c2ccc(Cl)cc2Cl)n1.Nc1nc(Cl)ccc1[N+](=O)[O-] NCCNc1ccc([N+](=O)[O-])c(N)n1.O=CCNc1ccc(-c2ncc[nH]2)c(-c2ccc(Cl)cc2Cl)n1
CC(C)(C)[S@@](=O)N[C@@H](CC(=O)O)c1ccc(Cl)c(Oc2ccccc2)c1F CC(C)(C)[S@](=O)N[C@@H](CCOCc1ccccc1)c1ccc(Cl)c(Oc2ccccc2)c1F
CCCC(C(=O)OC)c1c(C)nc(N2CCCCC2)nc1Cl.OB(O)c1cccc2ncccc12 CC1(C)OB(c2cccc3ncccc23)OC1(C)C.CCCC(C(=O)OC)c1c(C)nc(N2CCCCC2)nc1Cl
CCCCCCCCCCCCCCOC[C@@H](CBr)OCCCCCCCCCCCCCC.CNC CCCCCCCCCCCCCCOC[C@@H](CN(C)C)O.CCCCCCCCCCCCCCBr
C1CNC1.FC(F)(F)Oc1ccc(C2CCc3c(Cl)nc(Cl)nc32)cc1 Clc1nc(N2CCC2)c2nc(C3CCC(c4ccc(OC(F)(F)F)cc4)CC3)c(N2)n1
CC(C)(O)C(=O)NC1CCC(CCN2CCN(c3cccc4c3OCO4)CC2)CC1.CI COC(C)(C)C(=O)O.N[C@H]1CC[C@H](CCN2CCN(c3cccc4c3OCO4)CC2)CC1
Cc1cc(F)ncc1C(=O)N1CCN(c2ccc(C3CC3)cc2C2CC2)CC1.O=C1NCCO1 Cc1cc(N2CCOC2=O)ncc1C(=O)O.c1cc(N2CCNCC2)c(C2CC2)cc1C1CC1
CC(CN)c1ccc(-c2ccsc2)cc1.O=C(Cl)N1CCOCC1 CC(CNC(=O)N1CCOCC1)c1ccc(Br)cc1.OB(O)c1ccsc1
Brc1ncnc2[nH]cnc12.CC(=O)Nc1c(C)c(Cl)cc(C(C)N)c1-c1cccc(F)c1 CC(=O)Nc1c(C)c(Cl)cc(C(C)N)c1-c1cccc(F)c1.Clc1ncnc2[nH]cnc12
O=C(NC(c1ccsc1)C1CCC1)c1ccc2[nH]nc(I)c2c1.OB(O)c1ccc(N2CCOCC2)cc1 CC1(C)OB(c2ccc(N3CCOCC3)cc2)OC1(C)C.O=C(NC(c1ccsc1)C1CCC1)c1ccc2[nH]nc(Cl)c2c1
Cc1cc(C#CCN2CCN(C)CC2)cc2c1C(=O)N(Cc1ccc(OC(F)(F)F)cc1)C2 CN1CCNCC1.Cc1cc(CCCOS(C)(=O)=O)cc2c1C(=O)N(Cc1ccc(OC(F)(F)F)cc1)C2
CN=C1CCC(c2ccc(Cl)c(Cl)c2)c2ccccc21 CN(C(=O)OC(C)(C)C)[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21
CN.Fc1ccc2[nH]c(-c3ccc(F)nc3)cc2c1 CNc1ccc(C(=O)O)cn1.Nc1ccc(F)cc1N
C[Mg+].O=CCC1CN(C(=O)COc2ccc(Cl)cc2)CCN1Cc1ccc(F)cc1 CC(=O)CC1CN(C(=O)COc2ccc(Cl)cc2)CCN1Cc1ccc(F)cc1
CCOc1cc(C=O)cc(OCC)c1F.Cc1nccc2nc(NC3CCNCC3)oc12 CCOc1cc(CN2CCC(N)CC2)cc(OCC)c1F.Cc1nccc2nc(Cl)oc12
ClCC1CO1.O=C(NCCO)NCc1ccccc1O CCOC(=O)NCc1ccccc1OCC1CO1.NCCO
O=P(Cl)(Cl)Cl.[O-][n+]1nc(O)nc2ccccc21 Clc1nc(Cl)c2ccccc2n1.O=C(OO)c1cccc(Cl)c1
COc1nc2ccc(C(=O)c3cncn3C)cc2c(Cl)c1Cc1ccc(S(C)(=O)=O)cc1.[Mg+]c1ccccn1 COc1nc2ccc(C(O)(c3ccccn3)c3cncn3C)cc2c(Cl)c1Cc1ccc(S(C)(=O)=O)cc1.O=C([O-])O
COCCCN1CCOc2ccc(CO[C@H]3CN(S(=O)(=O)c4ccc(C)cc4)C[C@@H](CO)[C@@H]3c3ccc(OC)cc3)cc21 COCCCN1CCOc2ccc(CO[C@H]3CN(S(=O)(=O)c4ccc(C)cc4)C[C@@H](CO)[C@@H]3c3ccc(O[Si](C)(C)C(C)(C)C)cc3)cc21
O=Cc1ccc(SCc2ccccc2)cc1 ClCc1ccccc1.OCc1ccc(S)cc1
C=CCC(O)(C#C[Si](C(C)C)(C(C)C)C(C)C)C(F)(F)F.O=C(Cl)c1ccc([N+](=O)[O-])cc1 C=CCC(O)(C#C[Si](C(C)C)C(C)C)C(C)C.O=C(O)c1ccc([N+](=O)[O-])cc1.O=C(O)c1ccc([N+](=O)[O-])cc1
CCCc1nc2c(C)cc(Br)cc2n1CC(=O)OCC CCCc1nc2c(C)cc(Br)cc2n1CC(=O)OC(C)(C)C
CC(C)(C)OC(=O)NC[C@H]1CC[C@H](CN)CC1.Nc1sc2ccccc2c1C(=O)O CC(C)(C)OC(=O)NC[C@H]1CC[C@H](CNC(=O)c2c(NC(=O)OCc3ccccc3)sc3ccccc23)CC1
CN.Nc1ccc(C(=O)O)cc1Cl CNC(=O)c1ccc([N+](=O)[O-])c(Cl)c1
CCI.O=C(NC1CCCC(c2nc3ccccc3[nH]2)C1)c1ccc2c(c1)OCCO2 CCn1c(C2CCCC(N)C2)nc2ccccc21.O=C(O)c1ccc2c(c1)OCCO2
CC(=O)N1c2ccccc2NC(=O)[C@@H](NC(=O)[C@H](C)N(C)C(=O)OC(C)(C)C)[C@@H]1C.Cc1ccc2ccccc2c1CCl CC(=O)N1c2ccccc2N(Cc2c(C)ccc3ccccc23)C(=O)[C@@H](N)[C@@H]1C.C[C@@H](C(=O)O)N(C)C(=O)OC(C)(C)C
CC(=O)O[C@@H]1[C@@H](N=[N+]=[N-])O[C@@H](C)[C@@H](OC(C)=O)[C@H]1OC(C)=O CC(=O)O[C@@H]1[C@@H](NC(=O)OCc2ccccc2)O[C@@H](C)[C@@H](OC(C)=O)[C@H]1OC(C)=O
CC(C)(C)OC(=O)N1C2CCNCC1CC2.CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)O)cn3)nc2n1C1CCCC1 CC(C)(C)OC(=O)N1C2CCNCC1CCN(C(=O)c1ccc(N)nc1)C2.CN(C)C(=O)c1cc2cnc(Cl)nc2n1C1CCCC1
COc1cc(F)c(C)cc1[N+](=O)[O-].CS(=O)(=O)CCC1CCNCC1 COc1cc(N2CCC(CCS(C)(=O)=O)CC2)c(C)cc1[N+](=O)[O-].O=C([O-])[O-]
CC(C)I.O=C(c1ccnc(Cl)c1)c1c[nH]c2ccncc12 CC(C)n1cc(C(O)c2ccnc(Cl)c2)c2cnccc21
CC(C)C(=O)Cl.COC(=O)c1cc(N)cc(-c2ccc(C)cn2)c1F COC(=O)c1cc(NC(=O)C(C)C)cc(B2OC(C)(C)C(C)(C)O2)c1F.Cc1ccc(Br)nc1
COC(=O)c1ncc2c(ccn2Cc2ccc(F)cc2)c1C#CCN(OC(=O)OC(C)(C)C)C(=O)OC(C)(C)C COC(=O)c1ncc2c(ccn2Cc2ccc(F)cc2)c1/C=C/CN(OC(=O)OC(C)(C)C)C(=O)OC(C)(C)C
N#Cc1ccc(NC2CCNCC2)nn1.O=Cc1ccc(C(F)(F)F)cc1 N#Cc1ccc(Cl)nn1.NC1CCN(Cc2ccc(C(F)(F)F)cc2)CC1
CCOC(=O)c1cccc2c1C[C@H]1N(Cc3ccccc3)CC[C@]2(C)C1(C)C CCOC(=O)c1cccc2c1C[C@H]1N(C(=O)OC(C)(C)C)CC[C@]2(C)C1(C)C
CI.O=C(Nc1ccccn1)N1c2nc(-c3cccc(C(F)(F)F)c3)ccc2N2CC[C@H]1C2 CN(C(=O)N1c2nc(Cl)ccc2N2CC[C@H]1C2)c1ccccn1.OB(O)c1cccc(C(F)(F)F)c1
CC1(C)OC(=O)Nc2ccc(-c3ccc(C#N)[nH]3)cc21.CI CC1(C)OC(=O)Nc2ccc(Br)cc21.Cn1c(C#N)ccc1B(O)O
NC(=O)[C@H]1[C@@H]2C=C[C@@H](C2)[C@H]1Nc1c(Cl)cnc(N)c1N.S=C=Nc1ccccc1 NC(=O)[C@H]1[C@@H]2C=C[C@@H](C2)[C@H]1N.Clc1cnc2[nH]c(Nc3ccccc3)nc2c1Cl
COC(=O)c1ccc(NS(=O)(=O)c2cccc(-c3ccccc3O)c2)cc1O Nc1ccc(C(=O)O)c(O)c1.O=S(=O)(Cl)c1cccc(-c2ccccc2O)c1
Brc1ccc(I)cc1.Cc1cccnc1Br Cc1cccnc1Cl.OB(O)c1ccc(Br)cc1
CI.OCCc1c[nH]c2ccccc12 COC(=O)Cc1cn(C)c2ccccc12
N#Cc1cc(CO)ccc1Oc1cccc(C(F)(F)F)c1.O=c1nc(Cl)cc2n1CCN2C1CC1 N#Cc1cc(COc2cc3n(c(=O)n2)CCN3)ccc1Oc1cccc(C(F)(F)F)c1.O=C1CC1
CC(C)(C)OC(=O)N[C@H]1CCN(c2ccc(OCc3ccccc3)cc2)C1=O CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.N[C@H]1CCN(c2ccc(O)cc2)C1=O
C[O-].Clc1ncc(Br)c2cc[nH]c12 C[O-].Clc1ncc(Cl)c2cc[nH]c12
BrCc1ccccc1.CC(C)(C)OC(=O)N1CC[C@](O)(c2ccccc2)[C@@H](O)C1 CC(C)(C)OC(=O)N1CC[C@](O)(c2ccc(Br)cc2)[C@@H](OCc2ccccc2)C1
C[C@H](N)c1nc2cc(Cl)ccc2[nH]1.O=C1CCN(c2ccc(C(=O)O)cc2C(F)(F)F)N1 C[C@H](NC(=O)c1ccc(N2CCC(=O)N2)c(C(F)(F)F)c1)c1nc2cc(Cl)ccc2n1C(=O)OC(C)(C)C
O=C(Cl)CCCCCBr.c1ccccc1 BrCCCCCCBr.O=Cc1ccccc1
COCOCC1C(N2C(=O)c3ccccc3C2=O)CC2CC1C2(C)C CC1(C)C2CC(N3C(=O)c4ccccc4C3=O)C(COCc3ccccc3)C1C2
COC(=O)c1ccc(Br)c(N)c1.[C-]#N COC(=O)c1ccc(C#N)c([N+](=O)[O-])c1
CC(C)(C)OC(=O)N(CC(=O)O)Cc1ccc(F)cc1[N+](=O)[O-] CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.Nc1cc(F)ccc1CNCC(=O)O
CC(C)(C)c1ccc(OCCOCCOCCN=[N+]=[N-])cc1 CC(C)(C)c1ccc(OCCOCCOCCN2C(=O)c3ccccc3C2=O)cc1
CCOc1cc(C)c(NC(=O)OC(C)(C)C)cc1C CC(C)(C)OC(=O)N1CCC(N2c3ccccc3Oc3cc(-c4cccnc4)ccc32)CC1
CCCCCCCC/C=C\CCCCCCCC(=O)OC CC(O)CCCCCCCC=CCCCCCCC(=O)O
CCC(=O)Cl.O=c1[nH]nc(C[C@@H]2CCNC2)n1-c1ccc(Br)cc1F CCC(=O)N1CC[C@@H](Cc2n[nH]c(=O)[nH]2)C1.OB(O)c1ccc(Br)cc1F
C1COCCN1.Clc1ccnc2ccc(Br)cc12 C1COCCN1.OB(O)c1ccnc2ccc(Br)cc12
NC(=O)N1c2ccccc2CC(O)c2ccccc21 O=C(Cl)N1c2ccccc2CC(=O)c2ccccc21.O=C1Cc2ccccc2N1
Cc1oc(-c2ccccc2)nc1CCOc1ccc(C=O)cn1 COC(=O)c1ccc(OCCc2nc(-c3ccccc3)oc2C)nc1
CC[O-].Clc1cc(-c2ccccn2)nc(-c2ccccn2)c1 CCOc1cc(-c2ccccn2)nc(Cl)c1.C[Sn](C)(C)c1ccccn1
Cc1ccc(F)c(NC(=O)[C@@H]2Cc3cccnc3N2C(=O)[C@@H](NC(=O)[C@H](C)N(C)C(=O)OC(C)(C)C)C(C)C)c1 COC(=O)[C@@H](NC(=O)[C@H](C)N(C)C(=O)OC(C)(C)C)C(C)C.Cc1ccc(F)c(NC(=O)[C@@H]2Cc3cccnc3N2)c1
CC(=O)Cl.NNC(=O)CCCCCCCCCC=C(F)F CC(=O)OC(C)=O.NNC(=O)CCCCCCCCC=C(F)F
Fc1ccc(-c2nc3sccn3c2-c2ccnc(NC3CCCNC3)n2)cc1.O=Cc1ccc(F)cc1 Fc1ccc(-c2nc3sccn3c2-c2ccnc(Cl)n2)cc1.NC1CCCN(Cc2ccc(F)cc2)C1
CNC.O=S(=O)(Nc1ccc2c(Cl)nccc2c1)c1ccc(Cl)cc1 CN(C)c1nccc2cc(N)ccc12.O=S(=O)(Cl)c1ccc(Cl)cc1
CC(C)(C)OC(=O)N1CCNCC1.Cc1nc(-c2ccc(Br)cc2)no1 C/C(N)=N/OC(=O)c1ccc(N2CCN(C(=O)OC(C)(C)C)CC2)cc1
CC(C)C[C@H](N)C(=O)O.O=C(F)OC12CC3CC(CC(C3)C1)C2 CC(C)C[C@H](NC(=O)OC12CC3CC(CC(C3)C1)C2)C(=O)OCc1ccccc1
COC(=O)C(CC1CCCC1)n1ncc(Oc2ccccc2C(C)=O)cc1=O CC(=O)c1ccccc1Oc1cnn(C(CC2CCCC2)C(=O)OC(C)(C)C)c(=O)c1
CC1=NCCn2c(C)ccc21 Cc1ccc2n1CCN(C(=O)OC(C)(C)C)C2C
CC(C)(C)OC(=O)NCCCN(CCc1ccccn1)C(=O)OC(C)(C)C.CCN(CCCBr)C(=O)OC(C)(C)C CC(C)(C)OC(=O)N(CCC=O)CCc1ccccn1.CCN(CCCNC(=O)OC(C)(C)C)C(=O)OC(C)(C)C
N/C(=C\C(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F CC(C)(C)OC(=O)N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F
BrCc1cccc(I)c1.NC(=O)NC1NC(=O)NC1=O CCOC(=O)NC1NC(=O)N(Cc2cccc(I)c2)C1=O.N
CCC1SC(=O)N(Cc2ccc(N)cc2)N=C1c1ccc(OC)c(OC)c1.O=C(Cl)C(F)(F)F CCC1SC(=O)N(Cc2ccc(N)cc2)N=C1c1ccc(OC)c(OC)c1.O=C(OC(=O)C(F)(F)F)C(F)(F)F
CCc1ccc(OC)c(Oc2ccccc2C)c1 CCc1ccc(OC(C)=O)c(Oc2ccccc2C)c1
C#CCn1c(Cc2cc3c(cc2I)OCO3)nc2c(N)nc(F)nc21.C=O.OC1CCNC1 CC(C)(C)[Si](C)(C)OC1CCN(CC#CCn2c(Cc3cc4c(cc3I)OCO4)nc3c(N)nc(F)nc32)C1
CNC.Cc1cccc(Cn2nc(C)c3c(NC(=O)c4cnc5cc(CC=O)ccn45)cccc32)n1 CN(C)CCc1ccn2c(C(=O)O)cnc2c1.Cc1cccc(Cn2nc(C)c3c(N)cccc32)n1
CC(C)(C)OC(=O)NCCn1cc([N+](=O)[O-])cn1 CC(C)(C)OC(=O)N1CCC(N2c3ccccc3Oc3cc(-c4cccnc4)ccc32)CC1
CN1CCC(OC(c2cccc(C=O)c2)c2nc3ccccc3[nH]2)CC1 COC(=O)c1cccc(C(OC2CCN(C)CC2)c2nc3ccccc3[nH]2)c1
CC(=O)Nc1cc(COC(C)=O)ccn1 CC(=O)Nc1cc(COCc2ccccc2)ccn1
CCOC(=O)/C=C/c1cc(Cl)nc(Cl)c1.OB(O)C1CC1 CCOC(=O)CP(=O)(OCC)OCC.O=Cc1cc(Cl)nc(C2CC2)c1
CN1CCNCC1.Cc1ccc(-c2nnc(-c3ccc(OC(F)(F)F)cc3)o2)c(=O)n1Cc1ccnc(Cl)c1 CN1CCN(c2cc(CCl)ccn2)CC1.Cc1ccc(-c2nnc(-c3ccc(OC(F)(F)F)cc3)o2)c(=O)[nH]1
CC(=O)Nc1ccccc1Oc1ccc(-c2nnnn2Cc2ccccc2)c(-c2nnnn2Cc2ccccc2)c1 O=[N+]([O-])c1ccccc1Oc1ccc(-c2nnnn2Cc2ccccc2)c(-c2nnnn2Cc2ccccc2)c1
CC(C)(C)OC(=O)c1nc(N2CCc3cccc(C(=O)Nc4nc5ccccc5s4)c3C2)ccc1CCCI.Oc1ccnc(Cl)c1 CC(C)(C)OC(=O)c1nc(N2CCc3cccc(C(=O)O)c3C2)ccc1CCCOc1ccnc(Cl)c1.Nc1nc2ccccc2s1
CC(C)(C)C(F)(F)c1cccc(Oc2ccc(Nc3ncnc4ccn(CCN)c34)cc2Cl)c1.CC(C)(O)CC(=O)O CC(C)(C)C(F)(F)c1cccc(Oc2ccc(N)cc2Cl)c1.CC(C)(O)CC(=O)NCCn1ccc2ncnc(Cl)c21
COc1ccc(CCCC(=O)O)cc1 CC(=O)Oc1ccc(CCCC(=O)O)cc1
N#Cc1cc(F)c(Cl)cc1O[C@H](CN=[N+]=[N-])c1ccccc1 CC(C)(C)OC(=O)NC[C@@H](Oc1cc(Cl)c(F)cc1C#N)c1ccccc1
O=C1CC[C@@]2(c3ccc4c(c3)OCO4)CCN(Cc3ccccc3)[C@H]2C1.[BH3-]C#N CC(C)(C)OC(=O)NC1CC[C@@]2(c3ccc4c(c3)OCO4)CCN(Cc3ccccc3)[C@H]2C1
C=CC(=O)OC.OCc1cccc(I)c1 COC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1.O=Cc1cccc(CO)c1
C=C(C)C(=O)Cl.NCC(=O)O C=C(C)C(=O)OC(=O)C(=C)C.NCC(=O)O
N#CC1CCC2(CC1)OCCO2 O=C(NCC1CCC2(CC1)OCCO2)OCc1ccccc1
CC(C)(C)OC(=O)N1CCC(C=O)CC1.CCCCc1cc(OC2CCNCC2)c2ncccc2c1 CC(C)(C)OC(=O)N1CCC(CN2CCC(Oc3cc(Br)cc4cccnc34)CC2)CC1.CCCC[Sn](CCCC)(CCCC)CCCC
Cc1cc(C2(O)C(=O)Nc3ccccc32)cc(C)c1O[Si](C)(C)C(C)(C)C.OB(O)c1cccc(OC(F)(F)F)c1 Cc1cc(C2(O[Si](C)(C)C(C)(C)C)C(=O)N(c3cccc(OC(F)(F)F)c3)c3ccccc32)cc(C)c1O[Si](C)(C)C(C)(C)C
C=CCOC(=O)Nc1cccc(-c2nc(C(C)(C)C)sc2-c2ccnc(Cl)n2)c1F.N C=CCOC(=O)Cl.CC(C)(C)c1nc(-c2cccc(N)c2F)c(-c2ccnc(N)n2)s1
O=S(=O)(Nc1cc(Cl)cnc1C(O)c1ccncc1)c1ccc(Cl)c(C(F)(F)F)c1 Nc1cc(Cl)cnc1C(=O)c1ccncc1.O=S(=O)(Cl)c1ccc(Cl)c(C(F)(F)F)c1
CC1(NC2CC2)CN(C(c2ccccc2)c2ccccc2)C1 CC(C)(O)C(=O)O.NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21
C=C(C)CBr.O=C(CCCl)c1ccccc1 C=C(C)CCl.O=C(CCCl)c1ccccc1
COc1c(N)cc(C(C)=O)cc1C(C)(C)C.N#CCBr CC(=O)c1cc(C(C)(C)C)c(O)c(NCC#N)c1.CI
CCCCCCCNC(=O)Nc1ccccc1C(=O)Nc1cccnc1 CCCCCCCNC(=O)Nc1ccccc1C(=O)NC1CCCN(C(=O)OC(C)(C)C)C1
COCC1NCC(C)N(Cc2ccc3c(N)ncnc3c2)C1=O.Clc1ccc2cc(CBr)ccc2c1 COC[C@H]1C(=O)N(Cc2ccc3c(Cl)ncnc3c2)[C@@H](C)CN1.Nc1ncnc2cc(CBr)ccc12
C[S-].O=Cc1c(Cl)cccc1Cl CN(C)C=O.CSc1cccc(Cl)c1
Cc1cc(F)c(Br)cc1N.N#C[Cu] Cc1cc(F)c(C#N)cc1[N+](=O)[O-]
C1CNCCN1.Cc1ccc(F)c(S(=O)(=O)O)c1 Cc1ccc(N2CCN(C(=O)OC(C)(C)C)CC2)c(S(=O)(=O)O)c1
CC(C)(O)C1CCN(Cc2nc3c(N4CCOCC4)nc(Cl)nc3[nH]2)CC1.CC(C)I CC(C)(O)C1CCNCC1.CC(C)n1c(C=O)nc2c(N3CCOCC3)nc(Cl)nc21
CCO.COC(=O)c1ccc(F)c(-c2c(F)cc(O)cc2F)n1 CCOc1cc(F)c(B(O)O)c(F)c1.COC(=O)c1ccc(F)c(Br)n1
COc1cc2c(cc1OC)C(=C(C#N)SCC(CN1CCOCC1)OC(C)=O)NCC2 COc1cc2c(cc1OC)C(=C(C#N)SCC(O)CN1CCOCC1)N(C(=O)OC(C)(C)C)CC2
CCOC(=O)Cn1c(C)cnc(Nc2cccnc2CC)c1=O CCc1ncccc1Nc1ncc(C)n(CC(=O)OC(C)(C)C)c1=O
C#CC(O)CCCCCCCC.CCCC[SnH](CCCC)CCCC CCCCCCCCC(/C=C/B(O)CCCC)(CCCC)CCCC
O=C(Cl)CCCCCCCBr.c1ccccc1 BrCCCCCCCCBr.O=Cc1ccccc1
COCOc1cccc(CCc2ccccc2OCCC2CCN(C)CC2)c1 CN1CCC(CCOc2ccccc2CCc2cccc(OC(=O)c3ccccc3)c2)CC1
CCN1CCNCC1.COc1ccc(CN(Cc2ccc(OC)cc2)c2ncc(-c3nc(N4CCOCC4)nc4c3CCN4c3ccc(C(=O)O)cc3F)cn2)cc1 CCN1CCN(C(=O)c2ccc(Br)c(F)c2)CC1.COc1ccc(CN(Cc2ccc(OC)cc2)c2ncc(-c3nc(N4CCOCC4)nc4c3CCN4)cn2)cc1
CC(C)c1ccc(Cl)cn1.[Zn+]c1ccccn1 CC(C)c1ccc(Br)cn1.CCCC[Sn](CCCC)(CCCC)c1ccccn1
CC(C)(C)OC(=O)N[C@H]1CC[C@H](Oc2cccc3cncc(Br)c23)CC1.N CC(C)(C)OC(=O)N[C@H]1CC[C@H](Oc2cccc3cncc([N+](=O)[O-])c23)CC1
C=C(c1cc(Cl)ccc1N)c1cccc(OC)c1OC.COc1ccc(C=O)c(OC)c1 CC(C)(C)[O-].COc1ccc(CNc2ccc(Cl)cc2C(=O)c2cccc(OC)c2OC)c(OC)c1
COCOc1ccc(I)cc1Cc1ccccc1.O=C1CCCN1 COCCl.O=C1CCCN1c1ccc(O)c(Cc2ccccc2)c1
Fc1cc(Br)cc(Br)c1.OCc1ccccc1 BrCc1ccccc1.Oc1cc(Br)cc(Br)c1
COc1ccc(C(=O)NC2(C(=O)O)Cc3ccccc3C2)cc1OCCc1cccc(SC)c1.OO COc1ccc(C(=O)NC2(C(=O)OC(C)(C)C)Cc3ccccc3C2)cc1OCCc1cccc(S(C)=O)c1
CN.O=Cc1c(F)c(-c2ccccc2)n(S(=O)(=O)c2ccccc2)c1Cl CN(Cc1c(F)c(-c2ccccc2)n(S(=O)(=O)c2ccccc2)c1Cl)C(=O)OC(C)(C)C
Clc1cncc(N2CCNCC2)n1.OCc1ccsc1 CC(C)(C)OC(=O)N1CCN(c2cncc(OCc3ccsc3)n2)CC1
CN1CCCC1CCCl.COc1ccccc1CCc1ccccc1O CN1CCCC1CCOc1ccccc1CCc1ccccc1O.COc1ccccc1C#Cc1ccccc1
ClCCCOc1ccc2c(Cl)ncnc2c1.NCCc1ccc(N)cc1 ClCCCOc1ccc2c(NCCc3ccc([N+](=O)[O-])cc3)ncnc2c1
CCO.COc1ccc(C(=O)O)cc1N CCOC(=O)c1ccc(OC)c([N+](=O)[O-])c1
CCOC(=O)c1ccc(-c2cc(NC(=O)C3CCCCC3)ccc2Cl)cc1 Nc1ccc(Cl)c(-c2ccc(C(=O)O)cc2)c1.O=C(O)C1CCCCC1
COc1cccc(-c2cc(Cl)c3cc(OC)ccc3n2)c1.N COc1ccc2nc(Cl)cc(N)c2c1.COc1cccc(B(O)O)c1
